Species,Method,Abundance,F,CV,Error_para,Scenario
Short-lived,LBB,-0.525584004,0.405990482,High,K,High CV*Equilibrium
Short-lived,LBB,0.239870075,-0.726506367,High,K,High CV*Equilibrium
Short-lived,LBB,0.634032399,-0.943621225,High,K,High CV*Equilibrium
Short-lived,LBB,-0.18945687,-0.308336792,High,K,High CV*Equilibrium
Short-lived,LBB,0.088819291,-0.612794983,High,K,High CV*Equilibrium
Short-lived,LBB,-0.574741928,0.58937776,High,K,High CV*Equilibrium
Short-lived,LBB,0.014779368,-0.544403909,High,K,High CV*Equilibrium
Short-lived,LBB,-0.250629563,-0.220492552,High,K,High CV*Equilibrium
Short-lived,LBB,-0.006853758,-0.523234276,High,K,High CV*Equilibrium
Short-lived,LBB,0.465876933,-0.862174831,High,K,High CV*Equilibrium
Short-lived,LBB,-0.074599597,-0.453781469,High,K,High CV*Equilibrium
Short-lived,LBB,0.735068767,-0.985323951,High,K,High CV*Equilibrium
Short-lived,LBB,-0.439926359,0.163407573,High,K,High CV*Equilibrium
Short-lived,LBB,-0.064957628,-0.460969173,High,K,High CV*Equilibrium
Short-lived,LBB,-0.555776441,0.515527605,High,K,High CV*Equilibrium
Short-lived,LBB,-0.122238471,-0.396764914,High,K,High CV*Equilibrium
Short-lived,LBB,0.428474241,-0.841969222,High,K,High CV*Equilibrium
Short-lived,LBB,-0.214042781,-0.281638357,High,K,High CV*Equilibrium
Short-lived,LBB,0.57875841,-0.917591597,High,K,High CV*Equilibrium
Short-lived,LBB,0.686450867,-0.965277558,High,K,High CV*Equilibrium
Short-lived,LBB,-0.124838552,-0.395101143,High,K,High CV*Equilibrium
Short-lived,LBB,0.251360528,-0.734212869,High,K,High CV*Equilibrium
Short-lived,LBB,0.013956647,-0.546927943,High,K,High CV*Equilibrium
Short-lived,LBB,-0.032318916,-0.4945307,High,K,High CV*Equilibrium
Short-lived,LBB,0.373670966,-0.811524989,High,K,High CV*Equilibrium
Short-lived,LBB,0.338563717,-0.791896714,High,K,High CV*Equilibrium
Short-lived,LBB,0.071357419,-0.597256365,High,K,High CV*Equilibrium
Short-lived,LBB,-0.380926473,0.015974312,High,K,High CV*Equilibrium
Short-lived,LBB,0.715704601,-0.977299074,High,K,High CV*Equilibrium
Short-lived,LBB,-0.197449465,-0.306684074,High,K,High CV*Equilibrium
Short-lived,LBB,-0.129220211,-0.386531875,High,K,High CV*Equilibrium
Short-lived,LBB,-0.349778577,-0.04894567,High,K,High CV*Equilibrium
Short-lived,LBB,0.153016295,-0.665655154,High,K,High CV*Equilibrium
Short-lived,LBB,-0.144219632,-0.367985628,High,K,High CV*Equilibrium
Short-lived,LBB,-0.109602502,-0.412483419,High,K,High CV*Equilibrium
Short-lived,LBB,0.32606294,-0.784295608,High,K,High CV*Equilibrium
Short-lived,LBB,-0.391659684,0.034279367,High,K,High CV*Equilibrium
Short-lived,LBB,-0.37460563,0.009052799,High,K,High CV*Equilibrium
Short-lived,LBB,-0.238930319,-0.229945879,High,K,High CV*Equilibrium
Short-lived,LBB,-0.467019554,0.227251088,High,K,High CV*Equilibrium
Short-lived,LBB,-0.18466694,-0.313655239,High,K,High CV*Equilibrium
Short-lived,LBB,0.685411798,-0.965098454,High,K,High CV*Equilibrium
Short-lived,LBB,0.330816391,-0.784584467,High,K,High CV*Equilibrium
Short-lived,LBB,0.678628584,-0.96261875,High,K,High CV*Equilibrium
Short-lived,LBB,0.275126939,-0.751693429,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.591122254,-0.328097042,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.331449844,-0.472569334,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.591122254,-0.328097042,High,M,High CV*Equilibrium
Short-lived,LBRA,0.35724829,-0.761513918,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.331449844,-0.472569334,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.591122254,-0.328097042,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.331449844,-0.472569334,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.078410648,-0.588147168,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.078410648,-0.588147168,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.488014269,-0.390013739,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.078410648,-0.588147168,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.331449844,-0.472569334,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.591122254,-0.328097042,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.879676092,-0.087309889,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.078410648,-0.588147168,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.331449844,-0.472569334,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.331449844,-0.472569334,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.078410648,-0.588147168,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.078410648,-0.588147168,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.078410648,-0.588147168,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.078410648,-0.588147168,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.078410648,-0.588147168,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.331449844,-0.472569334,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.844639936,-0.125835834,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.078410648,-0.588147168,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.331449844,-0.472569334,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.488014269,-0.390013739,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.754093039,-0.20989244,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.488014269,-0.390013739,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.331449844,-0.472569334,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.078410648,-0.588147168,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.488014269,-0.390013739,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.331449844,-0.472569334,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.331449844,-0.472569334,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.71485852,-0.241413667,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.488014269,-0.390013739,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.488014269,-0.390013739,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.331449844,-0.472569334,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.078410648,-0.588147168,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.078410648,-0.588147168,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.488014269,-0.390013739,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.488014269,-0.390013739,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.078410648,-0.588147168,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.078410648,-0.588147168,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.591122254,-0.328097042,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.591122254,-0.328097042,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.331449844,-0.472569334,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.078410648,-0.588147168,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.488014269,-0.390013739,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.078410648,-0.588147168,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.331449844,-0.472569334,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.591122254,-0.328097042,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.331449844,-0.472569334,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.662785435,-0.279939612,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.078410648,-0.588147168,High,M,High CV*Equilibrium
Short-lived,LBRA,0.35724829,-0.761513918,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.488014269,-0.390013739,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.662785435,-0.279939612,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.078410648,-0.588147168,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.488014269,-0.390013739,High,M,High CV*Equilibrium
Short-lived,LBRA,0.35724829,-0.761513918,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.331449844,-0.472569334,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.078410648,-0.588147168,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.331449844,-0.472569334,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.591122254,-0.328097042,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.331449844,-0.472569334,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.808757993,-0.161398244,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.078410648,-0.588147168,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.331449844,-0.472569334,High,M,High CV*Equilibrium
Short-lived,LBRA,0.35724829,-0.761513918,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.331449844,-0.472569334,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.591122254,-0.328097042,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.078410648,-0.588147168,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.662785435,-0.279939612,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.71485852,-0.241413667,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.331449844,-0.472569334,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.488014269,-0.390013739,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.331449844,-0.472569334,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.331449844,-0.472569334,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.591122254,-0.328097042,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.591122254,-0.328097042,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.488014269,-0.390013739,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.078410648,-0.588147168,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.754093039,-0.20989244,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.078410648,-0.588147168,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.331449844,-0.472569334,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.078410648,-0.588147168,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.488014269,-0.390013739,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.331449844,-0.472569334,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.331449844,-0.472569334,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.488014269,-0.390013739,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.078410648,-0.588147168,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.078410648,-0.588147168,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.078410648,-0.588147168,High,M,High CV*Equilibrium
Short-lived,LBRA,0.35724829,-0.761513918,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.078410648,-0.588147168,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.71485852,-0.241413667,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.591122254,-0.328097042,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.71485852,-0.241413667,High,M,High CV*Equilibrium
Short-lived,LBRA,-0.488014269,-0.390013739,High,M,High CV*Equilibrium
Short-lived,LBRA,0.10680752,-0.680298879,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.376606088,-0.411673949,High,K,High CV*Equilibrium
Short-lived,LBRA,0.217497924,-0.749660395,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.551478434,0.05641931,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.406998437,-0.363305888,High,K,High CV*Equilibrium
Short-lived,LBRA,0.208499498,-0.744633325,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.435391058,-0.310939831,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.472639115,-0.227743848,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.449511815,-0.281642566,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.018429507,-0.573834891,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.546160857,0.028731172,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.418357094,-0.343298888,High,K,High CV*Equilibrium
Short-lived,LBRA,0.10438563,-0.678570194,High,K,High CV*Equilibrium
Short-lived,LBRA,1.00000108,-1,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.515664029,-0.099546784,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.319041153,-0.487469138,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.327045639,-0.47793796,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.497361679,-0.159597065,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.483168791,-0.200255706,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.452265999,-0.275634054,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.494609663,-0.167840156,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.478303216,-0.213216101,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.350808944,-0.447843886,High,K,High CV*Equilibrium
Short-lived,LBRA,1.00000108,-1,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.456126414,-0.267037627,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.315857762,-0.491181399,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.063237621,-0.524230498,High,K,High CV*Equilibrium
Short-lived,LBRA,0.813165794,-0.96026487,High,K,High CV*Equilibrium
Short-lived,LBRA,0.043303767,-0.631121953,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.423425605,-0.333981602,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.535323625,-0.022036692,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.077477894,-0.506653331,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.417959643,-0.344018988,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.316521598,-0.490410869,High,K,High CV*Equilibrium
Short-lived,LBRA,0.688961715,-0.929196709,High,K,High CV*Equilibrium
Short-lived,LBRA,0.019350567,-0.610179847,High,K,High CV*Equilibrium
Short-lived,LBRA,0.011859062,-0.603314286,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.314945331,-0.492237418,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.513318812,-0.107805359,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.475879735,-0.219503343,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.060815508,-0.527124697,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.03483711,-0.556583047,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.467079167,-0.241459098,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.446554885,-0.287982068,High,K,High CV*Equilibrium
Short-lived,LBRA,0.136929472,-0.700957931,High,K,High CV*Equilibrium
Short-lived,LBRA,0.146433053,-0.707171861,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.413681925,-0.351675431,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.476568728,-0.217726925,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.074968406,-0.509822887,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.490297084,-0.180397577,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.419861768,-0.340559027,High,K,High CV*Equilibrium
Short-lived,LBRA,0.100140945,-0.675514809,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.409236331,-0.359455423,High,K,High CV*Equilibrium
Short-lived,LBRA,0.430781061,-0.847061561,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.540769938,0.00261552,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.571425415,0.18412325,High,K,High CV*Equilibrium
Short-lived,LBRA,0.002320974,-0.59433849,High,K,High CV*Equilibrium
Short-lived,LBRA,0.36034221,-0.818800141,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.448579994,-0.283652609,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.06890447,-0.517352898,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.586360915,0.323797394,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.320645878,-0.485581161,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.466086222,-0.243854551,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.338894854,-0.463283931,High,K,High CV*Equilibrium
Short-lived,LBRA,0.165179758,-0.719035718,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.377755269,-0.409966569,High,K,High CV*Equilibrium
Short-lived,LBRA,1.00000108,-1,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.543042482,0.013402718,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.369701543,-0.421751145,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.579009208,0.247859899,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.43339434,-0.314892296,High,K,High CV*Equilibrium
Short-lived,LBRA,0.147691976,-0.707984693,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.45478201,-0.270054955,High,K,High CV*Equilibrium
Short-lived,LBRA,0.280262197,-0.782312323,High,K,High CV*Equilibrium
Short-lived,LBRA,0.549154657,-0.888269092,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.399483167,-0.375926937,High,K,High CV*Equilibrium
Short-lived,LBRA,0.029873292,-0.619563127,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.331747838,-0.472202804,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.350753064,-0.447918051,High,K,High CV*Equilibrium
Short-lived,LBRA,0.089962956,-0.668052098,High,K,High CV*Equilibrium
Short-lived,LBRA,0.080766869,-0.661137574,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.068870955,-0.517394019,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.520499172,-0.08192045,High,K,High CV*Equilibrium
Short-lived,LBRA,0.891275625,-0.977777913,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.452272761,-0.275619176,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.407664542,-0.362164336,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.50974464,-0.120049736,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.018819933,-0.573435496,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.414697776,-0.349872594,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.394526979,-0.384000446,High,K,High CV*Equilibrium
Short-lived,LBRA,0.069543348,-0.652466773,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.523110023,-0.072045256,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.518915843,-0.087784517,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.46752377,-0.24038132,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.550958308,0.053618204,High,K,High CV*Equilibrium
Short-lived,LBRA,-0.446839166,-0.287377493,High,K,High CV*Equilibrium
Short-lived,LBRA,0.573338778,-0.895882141,High,K,High CV*Equilibrium
Short-lived,LBRA,0.082775043,-0.662661814,High,K,High CV*Equilibrium
Short-lived,LBRA,0.519674137,-0.878645917,High,K,High CV*Equilibrium
Short-lived,LBRA,0.041442663,-0.629547065,High,K,High CV*Equilibrium
Short-lived,LBSPR,-0.42494921,0.773107613,Base,M,Medium CV*Equilibrium
Short-lived,LBSPR,-0.321569217,0.656045215,Base,M,Medium CV*Equilibrium
Short-lived,LBSPR,-0.451240079,0.803239228,Base,M,Medium CV*Equilibrium
Short-lived,LBSPR,-0.139535056,0.465554986,Base,M,Medium CV*Equilibrium
Short-lived,LBSPR,-0.30277805,0.636394995,Base,M,Medium CV*Equilibrium
Short-lived,LBSPR,-0.449295369,0.798750207,Base,M,Medium CV*Equilibrium
Short-lived,LBSPR,-0.28250885,0.617180453,Base,M,Medium CV*Equilibrium
Short-lived,LBSPR,-0.250178585,0.58090113,Base,M,Medium CV*Equilibrium
Short-lived,LBSPR,-0.271096294,0.603045112,Base,M,Medium CV*Equilibrium
Short-lived,LBSPR,-0.384139937,0.727554441,Base,M,Medium CV*Equilibrium
Short-lived,LBSPR,-0.150289095,0.476420181,Base,M,Medium CV*Equilibrium
Short-lived,LBSPR,-0.295072605,0.628352911,Base,M,Medium CV*Equilibrium
Short-lived,LBSPR,-0.424293071,0.77463796,Base,M,Medium CV*Equilibrium
Short-lived,LBSPR,-0.619045506,0.991764647,Base,M,Medium CV*Equilibrium
Short-lived,LBSPR,-0.200331647,0.528895393,Base,M,Medium CV*Equilibrium
Short-lived,LBSPR,-0.350912429,0.694339822,Base,M,Medium CV*Equilibrium
Short-lived,LBSPR,-0.347159275,0.680814855,Base,M,Medium CV*Equilibrium
Short-lived,LBSPR,-0.223646561,0.553094749,Base,M,Medium CV*Equilibrium
Short-lived,LBSPR,-0.239478023,0.563335599,Base,M,Medium CV*Equilibrium
Short-lived,LBSPR,-0.268771376,0.595658231,Base,M,Medium CV*Equilibrium
Short-lived,LBSPR,-0.226838734,0.559929602,Base,M,Medium CV*Equilibrium
Short-lived,LBSPR,-0.244446802,0.578561476,Base,M,Medium CV*Equilibrium
Short-lived,LBSPR,-0.335627385,0.672005042,Base,M,Medium CV*Equilibrium
Short-lived,LBSPR,-0.592475173,0.96041999,Base,M,Medium CV*Equilibrium
Short-lived,LBSPR,-0.265464783,0.601355654,Base,M,Medium CV*Equilibrium
Short-lived,LBSPR,-0.352396026,0.691475261,Base,M,Medium CV*Equilibrium
Short-lived,LBSPR,-0.365099665,0.706855741,Base,M,Medium CV*Equilibrium
Short-lived,LBSPR,-0.529974212,0.892305307,Base,M,Medium CV*Equilibrium
Short-lived,LBSPR,-0.406092503,0.748639606,Base,M,Medium CV*Equilibrium
Short-lived,LBSPR,-0.291387913,0.623715511,Base,M,Medium CV*Equilibrium
Short-lived,LBSPR,-0.170120503,0.499173798,Base,M,Medium CV*Equilibrium
Short-lived,LBSPR,-0.358263435,0.700144173,Base,M,Medium CV*Equilibrium
Short-lived,LBSPR,-0.295364938,0.627851789,Base,M,Medium CV*Equilibrium
Short-lived,LBSPR,-0.352031097,0.692069839,Base,M,Medium CV*Equilibrium
Short-lived,LBSPR,-0.518453848,0.876605995,Base,M,Medium CV*Equilibrium
Short-lived,LBSPR,-0.39811088,0.737043532,Base,M,Medium CV*Equilibrium
Short-lived,LBSPR,-0.395465425,0.742796362,Base,M,Medium CV*Equilibrium
Short-lived,LBSPR,-0.352751585,0.690660385,Base,M,Medium CV*Equilibrium
Short-lived,LBSPR,-0.203508387,0.524008337,Base,M,Medium CV*Equilibrium
Short-lived,LBSPR,-0.246922081,0.574543327,Base,M,Medium CV*Equilibrium
